G1;G2;G3;G4;G5;G6;G7;G8;G9
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;КРАСИНА УЛ;41;-;-;8
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;КУЙБЫШЕВА УЛ;12;;;3
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;КУЙБЫШЕВА УЛ;35;;;4
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;КУЙБЫШЕВА УЛ;36;;;4
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;КУЙБЫШЕВА УЛ;36;;308;11
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;ПРОМЫШЛЕННАЯ УЛ;33;;;10
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;СОВЕТСКАЯ УЛ;174;;;2
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;СОВЕТСКАЯ УЛ;122;-;-;3
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;СОВЕТСКАЯ УЛ;128;;;3
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;ТОБОЛЬНАЯ УЛ;54;;;5
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;ХИММАШЕВСКАЯ УЛ;3;1;;4
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;ПРОЛЕТАРСКАЯ УЛ;7;;;2
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;ЯСТРЖЕМБСКОГО УЛ;41 А;;;18
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;МАРШАЛА ГОЛИКОВА ПР-КТ;32;;;4
КУРГАНСКАЯ ОБЛ;;КУРГАН Г;;АВТОЗАВОДСКАЯ УЛ;5;-;-;5
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;ВОЛОДАРСКОГО УЛ;53;;;3
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;КРАСНОАРМЕЙСКАЯ УЛ;85;Б;;5
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;ЛОМОНОСОВА УЛ;30;;;4
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;ЛУНАЧАРСКОГО УЛ;50;;;3
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;ЛУНАЧАРСКОГО УЛ;54;;;3
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;МИХАЙЛОВСКАЯ УЛ;167;;;4
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;ОКТЯБРЬСКАЯ УЛ;135;;;5
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;ПЕРВОМАЙСКАЯ УЛ;5;;;6
КУРГАНСКАЯ ОБЛ;КЕТОВСКИЙ Р-Н;;КЕТОВО С;КОСМОНАВТОВ УЛ;36;;;7
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;СВЕРДЛОВА УЛ;79;;;3
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;СВЕРДЛОВА УЛ;120;;132;18
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;ТЮМЕНСКАЯ УЛ;1;;;5
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;КУРГАНСКИЙ ТРАКТ;1;;;5
КУРГАНСКАЯ ОБЛ;;ШАДРИНСК Г;;КУРГАНСКИЙ ТРАКТ;11;А;;5
КУРГАНСКАЯ ОБЛ;ДАЛМАТОВСКИЙ Р-Н;ДАЛМАТОВО Г;;ГАГАРИНА УЛ;80;;;3
КУРГАНСКАЯ ОБЛ;ДАЛМАТОВСКИЙ Р-Н;ДАЛМАТОВО Г;;РУКМАНИСА УЛ;16;;;4
КУРГАНСКАЯ ОБЛ;КАТАЙСКИЙ Р-Н;КАТАЙСК Г;;СОВЕТСКАЯ УЛ;62;;;6
КУРГАНСКАЯ ОБЛ;КЕТОВСКИЙ Р-Н;;КЕТОВО С;БОРОВАЯ УЛ;2;;;2
КУРГАНСКАЯ ОБЛ;КЕТОВСКИЙ Р-Н;;КЕТОВО С;КОСМОНАВТОВ УЛ;42;;;3
КУРГАНСКАЯ ОБЛ;КЕТОВСКИЙ Р-Н;;КЕТОВО С;КОСМОНАВТОВ УЛ;39;;;5
КУРГАНСКАЯ ОБЛ;КЕТОВСКИЙ Р-Н;;КЕТОВО С;КРАСИНА УЛ;14;;;4
КУРГАНСКАЯ ОБЛ;КЕТОВСКИЙ Р-Н;;КЕТОВО С;КРАСИНА УЛ;19;;;5
КУРГАНСКАЯ ОБЛ;КЕТОВСКИЙ Р-Н;;КЕТОВО С;МОЛОДЕЖНАЯ УЛ;14;;;6
КУРГАНСКАЯ ОБЛ;ПРИТОБОЛЬНЫЙ Р-Н;;ГЛЯДЯНСКОЕ С;СОВЕТСКАЯ УЛ;17;;;7
ЛЕНИНГРАДСКАЯ ОБЛ;ВОЛОСОВСКИЙ Р-Н;ВОЛОСОВО Г;;ВИНГИССАРА ПР-КТ;57;;;13
ЛЕНИНГРАДСКАЯ ОБЛ;ВОЛОСОВСКИЙ Р-Н;ВОЛОСОВО Г;;ЛЕСНАЯ УЛ;2;;44;10
ЛЕНИНГРАДСКАЯ ОБЛ;ВСЕВОЛОЖСКИЙ Р-Н;;БУГРЫ П;ШКОЛЬНАЯ УЛ;11;2;26-Н;11
ЛЕНИНГРАДСКАЯ ОБЛ;ВСЕВОЛОЖСКИЙ Р-Н;;РАХЬЯ ГП;ЛЕНИНГРАДСКОЕ Ш;23;;;13
ЛЕНИНГРАДСКАЯ ОБЛ;ВСЕВОЛОЖСКИЙ Р-Н;МУРИНО Г;;ЛЕСНАЯ УЛ;3;;;11
ЛЕНИНГРАДСКАЯ ОБЛ;ГАТЧИНСКИЙ Р-Н;ГАТЧИНА Г;;120 ГАТЧИНСКОЙ ДИВИЗИИ УЛ;1;;;10
ЛЕНИНГРАДСКАЯ ОБЛ;ГАТЧИНСКИЙ Р-Н;ГАТЧИНА Г;;25 ОКТЯБРЯ ПР-КТ;28А;;VIII;75
ЛЕНИНГРАДСКАЯ ОБЛ;ГАТЧИНСКИЙ Р-Н;ГАТЧИНА Г;;КАРЛА МАРКСА УЛ;36А;;1;12
ЛЕНИНГРАДСКАЯ ОБЛ;ГАТЧИНСКИЙ Р-Н;ГАТЧИНА Г;;СОЛОДУХИНА УЛ;2;;;10
ЛЕНИНГРАДСКАЯ ОБЛ;КИРИШСКИЙ Р-Н;КИРИШИ Г;;ЭНТУЗИАСТОВ Ш;6;;;11
ЛЕНИНГРАДСКАЯ ОБЛ;ЛОДЕЙНОПОЛЬСКИЙ Р-Н;;АЛЕХОВЩИНА С;СОВЕТСКАЯ УЛ;30;-;КАБ.7;17
ЛЕНИНГРАДСКАЯ ОБЛ;ЛОМОНОСОВСКИЙ Р-Н;;ПЕНИКИ Д;ЦЕНТРАЛЬНАЯ УЛ;19А;;;12
ЛЕНИНГРАДСКАЯ ОБЛ;ПРИОЗЕРСКИЙ Р-Н;;КУЗНЕЧНОЕ ГП;ГАГАРИНА УЛ;5А;-;-;15
ЛЕНИНГРАДСКАЯ ОБЛ;ПРИОЗЕРСКИЙ Р-Н;;СОСНОВО П;ОЗЕРНАЯ УЛ;1;--;--;10
ЛЕНИНГРАДСКАЯ ОБЛ;ПРИОЗЕРСКИЙ Р-Н;;СОСНОВО П;МЕХАНИЗАТОРОВ УЛ;11;;;11
ЛЕНИНГРАДСКАЯ ОБЛ;ТОСНЕНСКИЙ Р-Н;ТОСНО Г;;ЛЕНИНА ПР-КТ;29;;;11
ЛИПЕЦКАЯ ОБЛ;;ЛИПЕЦК Г;;АЛМАЗНАЯ УЛ;6;;;10
ЛИПЕЦКАЯ ОБЛ;;ЛИПЕЦК Г;;БАЛМОЧНЫХ С.Ф. УЛ;11;;2;10
ЛИПЕЦКАЯ ОБЛ;;ЛИПЕЦК Г;;СОВЕТСКАЯ УЛ;4;;;10
ЛИПЕЦКАЯ ОБЛ;;ЛИПЕЦК Г;;СОВЕТСКАЯ УЛ;;64;;17
ЛИПЕЦКАЯ ОБЛ;;ЛИПЕЦК Г;;УНИВЕРСАЛЬНЫЙ ПРОЕЗД;10;;1;11
ЛИПЕЦКАЯ ОБЛ;;ЛИПЕЦК Г;;УНИВЕРСАЛЬНЫЙ ПРОЕЗД;14;;;13
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПРОЛЕТАРСКАЯ УЛ;11;;;7
КУРГАНСКАЯ ОБЛ;КЕТОВСКИЙ Р-Н;;КЕТОВО С;ЭНЕРГЕТИКОВ УЛ;1;;;3
КУРГАНСКАЯ ОБЛ;МОКРОУСОВСКИЙ Р-Н;;МОКРОУСОВО С;СОВЕТСКАЯ УЛ;31;;;10
КУРГАНСКАЯ ОБЛ;ШУМИХИНСКИЙ Р-Н;ШУМИХА Г;;КИРОВА УЛ;12;;;8
КУРСКАЯ ОБЛ;;КУРСК Г;;ВЕРХНЯЯ ЛУГОВАЯ УЛ;24;;22;13
КУРСКАЯ ОБЛ;;КУРСК Г;;ДЗЕРЖИНСКОГО ПЛ;53;;;11
КУРСКАЯ ОБЛ;;ЩИГРЫ Г;;ОКТЯБРЬСКАЯ УЛ;35;;;10
ЛЕНИНГРАДСКАЯ ОБЛ;;СОСНОВЫЙ БОР Г;;КОПОРСКОЕ Ш;64;;;10
ЛЕНИНГРАДСКАЯ ОБЛ;;СОСНОВЫЙ БОР Г;;МИРА УЛ;1;;;19
ЛЕНИНГРАДСКАЯ ОБЛ;ВСЕВОЛОЖСКИЙ Р-Н;ВСЕВОЛОЖСК Г;;АЛЕКСАНДРОВСКАЯ УЛ;79;2;213;11
ЛЕНИНГРАДСКАЯ ОБЛ;ВСЕВОЛОЖСКИЙ Р-Н;ВСЕВОЛОЖСК Г;;КОЛТУШСКОЕ Ш;99;;;14
ЛЕНИНГРАДСКАЯ ОБЛ;ВСЕВОЛОЖСКИЙ Р-Н;ВСЕВОЛОЖСК Г;;КОЛТУШСКОЕ Ш;138;;;14
ЛЕНИНГРАДСКАЯ ОБЛ;ВСЕВОЛОЖСКИЙ Р-Н;ВСЕВОЛОЖСК Г;;МЕЖЕВАЯ УЛ;8А;;2.1;15
ЛЕНИНГРАДСКАЯ ОБЛ;ВСЕВОЛОЖСКИЙ Р-Н;СЕРТОЛОВО Г;;МОЛОДЦОВА УЛ;7;2;;12
ЛЕНИНГРАДСКАЯ ОБЛ;ВЫБОРГСКИЙ Р-Н;ВЫБОРГ Г;;ВЫБОРГСКАЯ УЛ;23А;;;10
ЛЕНИНГРАДСКАЯ ОБЛ;КИРИШСКИЙ Р-Н;КИРИШИ Г;;ПОБЕДЫ ПР-КТ;20;;;10
ЛЕНИНГРАДСКАЯ ОБЛ;КИРОВСКИЙ Р-Н;КИРОВСК Г;;НОВАЯ УЛ;1;;;11
ЛЕНИНГРАДСКАЯ ОБЛ;ПОДПОРОЖСКИЙ Р-Н;ПОДПОРОЖЬЕ Г;;КОМСОМОЛЬСКАЯ УЛ;6;-;-;13
ЛЕНИНГРАДСКАЯ ОБЛ;ПРИОЗЕРСКИЙ Р-Н;ПРИОЗЕРСК Г;;КАЛИНИНА УЛ;11;---;---;13
ЛЕНИНГРАДСКАЯ ОБЛ;ПРИОЗЕРСКИЙ Р-Н;ПРИОЗЕРСК Г;;КАЛИНИНА УЛ;51;;;14
ЛИПЕЦКАЯ ОБЛ;;ЛИПЕЦК Г;;П.А. ПАПИНА УЛ;4;Б;;10
ЛИПЕЦКАЯ ОБЛ;;ЛИПЕЦК Г;;ЮНОШЕСКАЯ УЛ;43;;;12
ЛИПЕЦКАЯ ОБЛ;;ЛИПЕЦК Г;;ЮНОШЕСКАЯ УЛ;50;-;-;27
ЛИПЕЦКАЯ ОБЛ;ДОБРИНСКИЙ Р-Н;;ДОБРИНКА П;ЛЕНИНСКАЯ УЛ;4;;;10
ЛИПЕЦКАЯ ОБЛ;ДОЛГОРУКОВСКИЙ Р-Н;;ДОЛГОРУКОВО С;ТИМИРЯЗЕВА УЛ;6;;;12
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;БЕРЗИНА УЛ;12;;;12
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ГАГАРИНА УЛ;12;;;4
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ГАГАРИНА УЛ;45;;;5
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ГАГАРИНА УЛ;25 "Б";;;5
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;КОЛЫМСКАЯ УЛ;15;;3;10
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;КОЛЫМСКОЕ Ш;4;2;;3
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;МАРЧЕКАНСКИЙ ПЕР;2;;;2
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;КОЛЬЦЕВАЯ УЛ;7;;;4
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;КОЛЬЦЕВАЯ УЛ;9;;;6
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;КОЛЬЦЕВАЯ УЛ;5;;;10
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;МАРЧЕКАНСКАЯ УЛ;1;;;6
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;НАБЕРЕЖНАЯ РЕКИ МАГАДАНКИ УЛ;7;;;7
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;НОВАЯ УЛ;31/10;;;6
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПАРКОВАЯ УЛ;13;;;6
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПОРТОВАЯ УЛ;21;;;10
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПРОЛЕТАРСКАЯ УЛ;19;;;3
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПРОЛЕТАРСКАЯ УЛ;12;;;4
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПРОЛЕТАРСКАЯ УЛ;8;;;7
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПРОЛЕТАРСКАЯ УЛ;84;2;;7
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПРОЛЕТАРСКАЯ УЛ;49;1;;7
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПРОЛЕТАРСКАЯ УЛ;46;;;8
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПРОЛЕТАРСКАЯ УЛ;17;;;8
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПРОЛЕТАРСКАЯ УЛ;14;;;9
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПРОЛЕТАРСКАЯ УЛ;43;;;9
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПУШКИНА УЛ;16;;;10
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПУШКИНА УЛ;6;;;10
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;РЕЧНАЯ УЛ;8 А;;;3
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;РЕЧНАЯ УЛ;79/1;;;5
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;РЕЧНАЯ УЛ;3;;;6
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;РЕЧНАЯ УЛ;25;;;6
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;РЕЧНАЯ УЛ;10;;;7
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;РЕЧНАЯ УЛ;25;А;;8
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ТРАНСПОРТНАЯ УЛ;3;;;5
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ТРАНСПОРТНАЯ УЛ;19;;;9
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ЮЖНАЯ УЛ;12;;;5
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ЯКУТСКАЯ УЛ;41;;;7
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;3-Й ТРАНСПОРТНЫЙ ПЕР;12;;;9
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;КОЖЗАВОДСКАЯ УЛ;1;;;7
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ТРАНЗИТНАЯ УЛ;20;;;5
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПЕРВОМАЙСКАЯ УЛ;46;;;2
МАГАДАНСКАЯ ОБЛ;;МАГАДАН Г;;ПЕРВОМАЙСКАЯ УЛ;31;;;6
МОСКОВСКАЯ ОБЛ;;ДУБНА Г;;УНИВЕРСИТЕТСКАЯ УЛ;19;-;-;10
МОСКОВСКАЯ ОБЛ;;ЖУКОВСКИЙ Г;;ЛУЧ УЛ;27;;;2
МОСКОВСКАЯ ОБЛ;;ЖУКОВСКИЙ Г;;ФРУНЗЕ УЛ;23;;;20
МОСКОВСКАЯ ОБЛ;;ИВАНТЕЕВКА Г;;ЗАРЕЧНАЯ УЛ;1;;;10
МОСКОВСКАЯ ОБЛ;;КОРОЛЁВ Г;;КАЛИНИНА УЛ;6Б;;IV;11
МОСКОВСКАЯ ОБЛ;;КОРОЛЁВ Г;;КАЛИНИНГРАДСКАЯ УЛ;12;;;11
МОСКОВСКАЯ ОБЛ;;КОРОЛЁВ Г;;ПИОНЕРСКАЯ УЛ;1;--------;--------;10
МОСКОВСКАЯ ОБЛ;;КОРОЛЁВ Г;;ПИОНЕРСКАЯ УЛ;4;;;21
МОСКОВСКАЯ ОБЛ;;КОРОЛЁВ Г;;ПИОНЕРСКАЯ (ЮБИЛЕЙНЫЙ МКР) УЛ;1/4;;;12
МОСКОВСКАЯ ОБЛ;;ЛОБНЯ Г;;ИВАНИЩЕНКО УЛ;11;;;10
МОСКОВСКАЯ ОБЛ;;ЛОБНЯ Г;;ЛЕНИНА УЛ;21;;;11
МОСКОВСКАЯ ОБЛ;;РЕУТОВ Г;;АВТОМАГИСТРАЛЬ МОСКВА-НИЖНИЙ НОВГОРОД Ш;Д.1;;;3
МОСКОВСКАЯ ОБЛ;;РЕУТОВ Г;;ЛЕНИНА УЛ;27;;;10
МОСКОВСКАЯ ОБЛ;;ПОДОЛЬСК Г;;8 МАРТА УЛ;2;;;10
МОСКОВСКАЯ ОБЛ;;ПОДОЛЬСК Г;;КИРОВА УЛ;4;;;18
МОСКОВСКАЯ ОБЛ;;ПОДОЛЬСК Г;;КОМСОМОЛЬСКАЯ УЛ;1;;ПОМЕЩЕНИЕ 1;12
МОСКОВСКАЯ ОБЛ;;ПОДОЛЬСК Г;;КОМСОМОЛЬСКАЯ УЛ;1;;;27
МОСКОВСКАЯ ОБЛ;;ПОДОЛЬСК Г;;БОЛЬШАЯ СЕРПУХОВСКАЯ УЛ;57;АДМИНИСТРАТИВНЫЙ;22;13
МОСКОВСКАЯ ОБЛ;;ВИДНОЕ Г;;ОЛЬХОВАЯ УЛ;9;;11;12
МОСКОВСКАЯ ОБЛ;;КОЛОМНА Г;;МАЛЫШЕВА УЛ;17;;;10
МОСКОВСКАЯ ОБЛ;;СЕРПУХОВ Г;;1-Я МОСКОВСКАЯ УЛ;44;;;10
МОСКОВСКАЯ ОБЛ;;СЕРПУХОВ Г;;МОСКОВСКОЕ Ш;84А;;;10
МОСКОВСКАЯ ОБЛ;;СЕРПУХОВ Г;;СОВЕТСКАЯ УЛ;31/21;;;10
МОСКОВСКАЯ ОБЛ;;СЕРПУХОВ Г;;СОВЕТСКАЯ УЛ;88;;;13
МОСКОВСКАЯ ОБЛ;;СЕРПУХОВ Г;БОЛЬШЕВИК П;ЛЕНИНА УЛ;11;;ПОМ.2;10
МОСКОВСКАЯ ОБЛ;;ДОЛГОПРУДНЫЙ Г;;ИНСТИТУТСКИЙ ПЕР;9;;;16
МОСКОВСКАЯ ОБЛ;;ДОЛГОПРУДНЫЙ Г;;НАГОРНАЯ УЛ;9;;;12
МОСКОВСКАЯ ОБЛ;;ДОЛГОПРУДНЫЙ Г;;ПРОМЫШЛЕННЫЙ ПРОЕЗД;14;;XV;11
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;З.КОСМОДЕМЬЯНСКОЙ УЛ;5;;ПОМ.1;13
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;КИРОВА УЛ;24;;;16
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;ЛАВОЧКИНА УЛ;13;2;ПОМЕЩЕНИЕ 14;10
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;ЛЕНИНГРАДСКАЯ УЛ;18 А;;;10
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;ЛЕНИНГРАДСКАЯ УЛ;ДОМ 11;;ПОМ. 003;10
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;ЛЕНИНГРАДСКАЯ УЛ;1;;;26
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;ЛЕНИНГРАДСКАЯ УЛ;ДОМ 29;;;34
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;МИРА ПР-КТ;Д.11;;;11
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;МОЛОДЕЖНАЯ УЛ;ДОМ 68;;ПОМЕЩЕНИЕ IX;12
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;МОСКОВСКАЯ УЛ;21;;;10
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;МОСКОВСКАЯ УЛ;ДОМ 14;;ПОМЕЩЕНИЕ 001;15
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;НАГОРНОЕ Ш;НЕТ;2;НЕТ;14
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;РАБОЧАЯ УЛ;2А;1;;10
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;РАБОЧАЯ УЛ;2А;НЕТ;НЕТ;22
МОСКОВСКАЯ ОБЛ;;ХИМКИ Г;;РЕПИНА УЛ;36;НЕТ;НЕТ;12
МОСКОВСКАЯ ОБЛ;;ЧЕРНОГОЛОВКА Г;;ЛЕСНАЯ УЛ;9;;;10
МОСКОВСКАЯ ОБЛ;;БАЛАШИХА Г;СОБОЛИХА Д;НОВОСЛОБОДСКАЯ УЛ;ВЛАДЕНИЕ 15;;;11
МОСКОВСКАЯ ОБЛ;;КАШИРА Г;;ЛЕНИНА УЛ;2;;;14
МОСКОВСКАЯ ОБЛ;;ОЗЁРЫ Г;;СОВЕТСКАЯ ПЛ;1;;;11
МОСКОВСКАЯ ОБЛ;;МЫТИЩИ Г;;КОЛОНЦОВА УЛ;5;ЛАБОРАТОРНЫЙ КРЫЛО А;517А;17
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;БАЛТИЯ ДОР;25КМ КОМП.КУЛ.БАЛТИЯ;ЛИТ. 1Б;2 ПОМ. 1 КОМН. 78;13
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;ЖУКОВСКОГО УЛ;6;;;31
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;ИЛЬИНСКОЕ Ш;6;;;11
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;ИЛЬИНСКОЕ Ш;4;-;-;31
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;КАРБЫШЕВА УЛ;19А;;;13
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;ЛЕНИНА УЛ;3;;;11
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;ЛЕНИНА УЛ;22А;;;11
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;ПИОНЕРСКАЯ УЛ;1;;;14
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;РЕЧНАЯ УЛ;8;;;13
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;СВЕТЛАЯ УЛ;3А;2;;15
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;СТРОИТЕЛЕЙ Б-Р;4;1;;19
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;СТРОИТЕЛЕЙ Б-Р;1;;;35
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;;ГЕОЛОГОВ (ОПАЛИХА МКР.) УЛ;4;2;XXII;10
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;НАХАБИНО РП;ИНСТИТУТСКАЯ УЛ;1-А;;;10
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;НАХАБИНО РП;СОВЕТСКАЯ УЛ;73;А;;12
МОСКОВСКАЯ ОБЛ;;КРАСНОГОРСК Г;НИКОЛО-УРЮПИНО С;ГАГАРИНА УЛ;23;;;15
МОСКОВСКАЯ ОБЛ;;ЛЮБЕРЦЫ Г;;ВУГИ П;АО "ЗАВОД "ЭКОМАШ";Б,Б1,Б2;106 ЭТАЖ 2;22
МОСКОВСКАЯ ОБЛ;;ЛЮБЕРЦЫ Г;;КРАСНАЯ УЛ;1;;;14
МОСКОВСКАЯ ОБЛ;;ЧЕХОВ Г;;СИМФЕРОПОЛЬСКОЕ Ш;2;-;-;16
МОСКОВСКАЯ ОБЛ;;СТУПИНО Г;;ЧАЙКОВСКОГО УЛ;5А;;;14
МОСКОВСКАЯ ОБЛ;;СТУПИНО Г;ХАТУНЬ С;СОВЕТСКАЯ УЛ;5;;;11
МОСКОВСКАЯ ОБЛ;;ЩЁЛКОВО Г;;ЛЕНИНА ПЛ;2;;;11
МОСКОВСКАЯ ОБЛ;;ЩЁЛКОВО Г;;ЛЕНИНА ПЛ;2;;6;12
МОСКОВСКАЯ ОБЛ;;ЩЁЛКОВО Г;;КРАСНОЗНАМЕНСКАЯ УЛ;4А;;3;27
МОСКОВСКАЯ ОБЛ;;РАМЕНСКОЕ Г;;МИХАЛЕВИЧА УЛ;49;ЗАВОДОУПРАВЛЕНИЕ;317;11
МОСКОВСКАЯ ОБЛ;;РАМЕНСКОЕ Г;;КОМСОМОЛЬСКАЯ ПЛ;2;;;11
МОСКОВСКАЯ ОБЛ;;РАМЕНСКОЕ Г;РЕЧИЦЫ С;СОВХОЗНАЯ УЛ;;2;;11
МОСКОВСКАЯ ОБЛ;;СОЛНЕЧНОГОРСК Г;;БАНКОВСКАЯ УЛ;2;;;14
МОСКОВСКАЯ ОБЛ;;СОЛНЕЧНОГОРСК Г;;ЦЕНТРАЛЬНАЯ УЛ;1Б;;;12
МОСКОВСКАЯ ОБЛ;;СОЛНЕЧНОГОРСК Г;;ОБУХОВСКАЯ УЛ;9А;;;11
МОСКОВСКАЯ ОБЛ;;СОЛНЕЧНОГОРСК Г;;КРАСНАЯ УЛ;136;;;14
МОСКОВСКАЯ ОБЛ;;СОЛНЕЧНОГОРСК Г;;ИМ ТЕЛЬНОВА УЛ;5;;;19
МОСКОВСКАЯ ОБЛ;;СОЛНЕЧНОГОРСК Г;ПОВАРОВО ДП;ПОЧТОВАЯ УЛ;29;;;11
МОСКОВСКАЯ ОБЛ;;ВОЛОКОЛАМСК Г;;РЕВОЛЮЦИОННАЯ УЛ;5;;;18
МОСКОВСКАЯ ОБЛ;;ПУШКИНО Г;;КУДРИНСКОЕ Ш;6;АДМИНИСТРАТИВНЫЙ;418;12
МОСКОВСКАЯ ОБЛ;;ПУШКИНО Г;;ГОРЬКОГО УЛ;20-А;;;10
МОСКОВСКАЯ ОБЛ;;ПУШКИНО Г;ЛЕСНОЙ РП;ПУШКИНА УЛ;8Б;;;15
МОСКОВСКАЯ ОБЛ;;ПУШКИНО Г;ЧЕРКИЗОВО ДП;ГАННЫ ШОСТАК УЛ;2;;;10
